
Demandware Weekly Product Active Data
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
701642823896,172828.26,5273,5027,93308,23147,34.38,0.129726
701642823902,6195.45,1856,1545,45379,11274,4.01,0.03987
701642823919,106917.9,3253,2965,45512,14406,36.06,0.076515
701642823926,38160.38,2283,1891,49436,23275,20.18,0.048799
701642823933,77404.5,2558,2505,66518,22341,30.9,0.064644
701642823940,4229.28,212,178,11622,3834,23.76,0.004593
701642824213,10238.68,369,359,14333,3535,28.52,0.009264
701642824220,22254.24,708,568,10182,2289,39.18,0.014658
701642824237,37800,942,900,27300,9071,42,0.023225
701642824244,25169.34,2180,2058,19704,8960,12.23,0.053109
701642824336,31275.73,745,617,8635,4388,50.69,0.015922
701642824343,186795.18,1522,1353,64289,10612,138.06,0.034915
701642824350,39663.08,424,353,16121,3269,112.36,0.009109
701642824367,302708.23,2250,2167,37384,14525,139.69,0.055921
701642824374,65897.13,891,741,21333,10624,88.93,0.019122
701642824381,537224.28,5783,5284,66332,26597,101.67,0.136358
701642824398,29859.35,402,347,13355,5941,86.05,0.008955
701642824404,60854.64,1080,888,18337,7597,68.53,0.022916
701642834441,55972.62,1023,891,15376,4758,62.82,0.022993
701642834458,148281.2,2273,1864,43646,17400,79.55,0.048102
701642834465,86957.8,1328,1310,68519,10526,66.38,0.033806
701642834472,113746.6,2095,1735,28578,15949,65.56,0.044773
701642834489,252883.35,3071,2565,53914,15898,98.59,0.066192
701642834496,23201.64,450,378,9787,1900,61.38,0.009755
701642834502,1958.32,29,26,1159,289,75.32,0.000671
701642834519,115380.3,1682,1470,15807,7100,78.49,0.037935
701642837008,471336,5830,4790,57409,32970,98.4,0.12361
701642837015,27786.68,822,764,23000,4518,36.37,0.019716
701642837022,344290.52,4733,3983,55320,27599,86.44,0.102785
701642837039,36733.9,524,485,4649,2336,75.74,0.012516
701642837046,36516.8,357,290,5095,2309,125.92,0.007484
701642837053,96181.4,1243,1030,33029,4476,93.38,0.02658
701642837060,83005.56,956,822,13222,4970,100.98,0.021212
701642837077,262483.61,3120,2623,98912,26029,100.07,0.067689
701642837084,26241.38,441,362,43876,6843,72.49,0.009342
701642837091,35360.1,397,389,60080,8908,90.9,0.010039
701642837107,674165.53,5262,4699,63696,23176,143.47,0.121262
701642837114,161075.25,1457,1323,16989,6977,121.75,0.034141
701642837886,300864.7,3831,3170,41483,14806,94.91,0.081805
701642837893,348028.08,3806,3464,35391,16507,100.47,0.089392
701642837909,159203.08,2296,2026,46644,10961,78.58,0.052283
701642837916,161053.49,2065,2021,20856,7124,79.69,0.052154
701642837923,39822.84,345,324,26252,8213,122.91,0.008361
701642837930,37444.4,336,301,10070,1518,124.4,0.007768
701642837947,19110,189,175,5286,2256,109.2,0.004516
701642838449,51984.36,442,394,16886,4122,131.94,0.010168
701642838456,461780.1,4235,3615,65541,22044,127.74,0.093288
701642838463,8618.4,96,95,4031,679,90.72,0.002452
701642838470,42763.06,370,362,37181,3758,118.13,0.009342
701642838487,23741.35,157,155,31948,5393,153.17,0.004
701642838494,472722.61,4305,3877,40528,20907,121.93,0.10005
701642838500,43758.96,429,392,10768,4230,111.63,0.010116
701642838517,154320.48,1839,1488,67552,15779,103.71,0.038399
701642838524,7786.28,86,74,1960,358,105.22,0.00191
701642838531,33061.09,484,443,52749,7483,74.63,0.011432
701642838548,44693.77,483,473,11134,3642,94.49,0.012206
701642838555,162482.04,1347,1098,19912,6101,147.98,0.028335
701642838562,499893.16,4635,3809,75609,22512,131.24,0.098295
701642838579,727682.48,6368,6002,63727,28744,121.24,0.154887
701642838586,170968.98,2574,2353,58443,19631,72.66,0.060721
701642838593,57372.84,797,756,14926,5022,75.89,0.019509
701642838609,155277.76,1774,1423,53740,8454,109.12,0.036722
701642838616,88406.57,879,739,27295,4861,119.63,0.019071
701642838623,201158.58,1503,1317,14400,7160,152.74,0.033986
701642838630,543718.75,3230,3125,88871,43220,173.99,0.080643
701642838739,58060.6,359,326,23813,5714,178.1,0.008413
701642838746,70573.8,430,374,32058,9041,188.7,0.009651
701642838753,360029.86,2935,2546,23820,11788,141.41,0.065702
701642838760,947838.1,7271,5885,57151,39418,161.06,0.151868
701642838777,80109.9,752,615,31257,5512,130.26,0.015871
701642838784,325792.45,2214,2005,27614,13213,162.49,0.051741
701642838791,62390.64,372,312,10679,5434,199.97,0.008051
701642838807,262748.4,2269,1893,48334,16599,138.8,0.048851
701642838814,35325.56,239,212,31997,7779,166.63,0.005471
701642838821,6919.5,35,35,1171,240,197.7,0.000903
701642838845,23980.18,172,157,6281,1934,152.74,0.004052
701642838852,137238.52,741,718,101606,17494,191.14,0.018529
701642838883,12760.96,667,628,31080,4906,20.32,0.016206
701642838890,682.08,188,174,20718,3171,3.92,0.00449
701642838920,2504.44,157,127,2177,802,19.72,0.003277
701642841227,64037.1,2105,1889,54697,16996,33.9,0.048747
701642841234,70391.97,1794,1507,27497,12780,46.71,0.03889
701642841241,28384.99,855,739,8736,2668,38.41,0.019071
701642841258,61762.4,1550,1435,28604,10584,43.04,0.037031
701642841265,49733.3,4529,3782,77247,32011,13.15,0.097598
701642841272,8315,294,250,22053,3237,33.26,0.006451
701642841289,44844.8,1463,1274,34557,13728,35.2,0.032877
701642841296,8783.29,755,607,59448,11587,14.47,0.015664
701642841418,13367.8,929,751,12522,7740,17.8,0.01938
701642841425,4601.8,103,95,2247,642,48.44,0.002452
701642841432,53254.17,3457,3153,32214,15037,16.89,0.081366
701642841449,6908.64,521,444,27276,9186,15.56,0.011458
701642841456,166345.2,4744,4410,43925,25575,37.72,0.113804
701642841463,75923.8,2200,1970,47777,16418,38.54,0.050838
701642841470,17199.1,680,587,5108,2184,29.3,0.015148
701642841487,11271.2,467,386,45888,7668,29.2,0.009961
701642841494,85901.34,1894,1589,52555,24944,54.06,0.041006
701642841500,1228.11,69,67,4550,585,18.33,0.001729
701642841517,3491.46,1377,1141,23125,9623,3.06,0.029445
701642841524,2108.4,201,168,10632,3949,12.55,0.004335
701642841760,3534.18,47,39,1409,246,90.62,0.001006
701642841777,18633.26,371,317,7279,1778,58.78,0.00818
701642841784,4801.44,42,42,5782,1023,114.32,0.001084
701642841791,7361.41,127,103,1864,470,71.47,0.002658
701642842125,469645.43,5159,4273,63167,23898,109.91,0.110269
701642842132,8820.8,85,74,2515,508,119.2,0.00191
701642842149,121262.56,748,706,16887,6304,171.76,0.018219
701642842156,21450.06,319,269,4328,2337,79.74,0.006942
701642842163,56711.4,1092,930,17616,8324,60.98,0.024
701642842170,45605.34,773,682,44536,5306,66.87,0.0176
701642842187,28575.3,459,390,22426,1887,73.27,0.010064
701642842620,323751.78,1465,1447,23313,7662,223.74,0.037341
701642842637,33299.89,403,403,11674,3872,82.63,0.0104
701642842644,40179.9,755,670,28574,8793,59.97,0.01729
701642842651,224368.76,2355,2134,33200,12424,105.14,0.05507
701642842668,301638.48,3114,2904,61207,16767,103.87,0.07494
701642842675,6031.92,93,82,4794,930,73.56,0.002116
701642842682,506.16,9,9,283,39,56.24,0.000232
701642842842,6072.6,137,116,8307,1099,52.35,0.002993
701642842859,76839.75,2651,2405,91132,12414,31.95,0.062063
701642842866,63572.96,1837,1762,32626,12482,36.08,0.04547
701642842873,26168.3,369,302,44067,7419,86.65,0.007793
701642842880,806017.41,5029,4741,53690,20221,170.01,0.122346
701642842897,57015.01,627,533,12836,3240,106.97,0.013755
701642842903,206067.42,2623,2122,71781,15703,97.11,0.05476
701642843283,26984.88,280,248,12109,3059,108.81,0.0064
701642843290,393205.6,5863,4912,66712,45182,80.05,0.126759
701642843306,32696.76,376,318,41727,11679,102.82,0.008206
701642843313,273990.66,3371,2757,30041,14976,99.38,0.071147
701642843320,135535.68,3126,2592,25335,9687,52.29,0.066889
701642843337,102024,1994,1744,43102,11309,58.5,0.045006
701642843344,43912.65,976,835,76146,8639,52.59,0.021548
701642843351,107536.96,1620,1538,68944,31076,69.92,0.039689
701642843368,10277.1,194,171,36674,6307,60.1,0.004413
701642843375,19310.3,425,370,11078,966,52.19,0.009548
701642843382,20231.32,279,268,2747,1352,75.49,0.006916
701642843399,46665.08,853,763,30456,6375,61.16,0.01969
701642843405,84075.04,1383,1108,18557,9505,75.88,0.028593
701642843412,28310.1,554,455,37176,4708,62.22,0.011742
701642843573,18396.84,288,242,3586,1003,76.02,0.006245
701642843580,230587.84,3094,2648,64643,20751,87.08,0.068334
701642843597,34522.18,487,406,37115,11393,85.03,0.010477
701642843603,16757.7,289,249,9561,3550,67.3,0.006426
701642843610,316394.9,5530,5290,62033,21959,59.81,0.136513
701642843627,9123.62,124,113,18916,2637,80.74,0.002916
701642843634,526104.14,3638,3466,30662,15270,151.79,0.089443
701642844372,28213.92,224,189,4132,1635,149.28,0.004877
701642844389,50573.49,353,331,17280,6774,152.79,0.008542
701642844396,187032.85,1173,1109,22196,9147,168.65,0.028619
701642844402,196578.24,1273,1228,32605,14822,160.08,0.03169
701642844419,194175.68,1365,1264,19358,6516,153.62,0.032619
701642844426,318096.57,2324,2211,53798,11190,143.87,0.057057
701642844433,7138.36,54,47,2049,237,151.88,0.001213
701642845294,252077.76,2106,1752,43134,14529,143.88,0.045212
701642845300,407716.25,2634,2375,37288,16375,171.67,0.061289
701642845317,246960,1973,1715,18949,5974,144,0.044257
701642845324,107227.42,681,661,8158,2966,162.22,0.017058
701642845331,74888.88,491,456,10402,3802,164.23,0.011767
701642845348,237830.4,1554,1440,29718,5784,165.16,0.037161
701642845355,339039.63,4279,3513,70388,27416,96.51,0.090656
701642845362,90082.08,968,846,9575,5597,106.48,0.021832
701642848172,63220.38,886,807,32849,4050,78.34,0.020825
701642848189,800935.44,3717,3112,30686,12311,257.37,0.080308
701642848196,83563.04,358,316,17675,6960,264.44,0.008155
701642848202,67551.75,373,315,13475,1841,214.45,0.008129
701642849483,98718.95,931,751,35183,6396,131.45,0.01938
701642849490,302495.75,4122,3467,74144,18898,87.25,0.089469
701642849506,7268.79,252,237,8525,1644,30.67,0.006116
701642849513,106453.44,2866,2592,66413,11567,41.07,0.066889
701642849520,79631.36,1765,1648,24360,5421,48.32,0.042528
701642849537,42974.5,1686,1525,31410,11617,28.18,0.039354
701642849544,44719.68,1069,888,18052,5679,50.36,0.022916
701642852179,165814.56,8789,7911,74941,39386,20.96,0.204151
701642852186,99186.75,3092,2925,79291,38581,33.91,0.075482
701642852193,36234.66,1853,1518,19476,7222,23.87,0.039173
701642852209,8470,213,200,24005,2104,42.35,0.005161
701642852438,58808.88,2810,2379,26316,9461,24.72,0.061392
701642852445,3495.2,103,85,3257,790,41.12,0.002194
701642852452,68578.03,2149,1843,53176,33903,37.21,0.04756
701642852469,121.5,54,50,1336,255,2.43,0.00129
701642852629,10243.23,647,557,49484,7092,18.39,0.014374
701642852636,832.78,30,26,780,329,32.03,0.000671
701642852643,12940.2,460,390,6303,1968,33.18,0.010064
701642852650,10493.26,330,307,4100,2028,34.18,0.007922
701642852674,62570.16,4002,3698,64342,30592,16.92,0.09543
701642852681,109070.8,2680,2570,72410,13102,42.44,0.066321
701642852698,4654.65,737,715,10689,5189,6.51,0.018451
701642853077,213267.11,5360,4753,56669,22994,44.87,0.122656
701642853084,119344.05,3771,3285,61045,29097,36.33,0.084772
701642853091,11247.36,1059,928,66069,9486,12.12,0.023948
701642853107,118918.6,1923,1838,32586,9231,64.7,0.047431
701642853121,77240.44,1753,1423,32755,7289,54.28,0.036722
701642853145,123.9,3,3,62,18,41.3,0.000077
701642853695,17250.42,526,443,50977,6643,38.94,0.011432
701642853701,27735.57,374,333,66008,6589,83.29,0.008593
701642853718,48636,691,579,4046,2399,84,0.014942
701642853725,34574.4,420,420,7103,2914,82.32,0.010838
701642854760,234731.51,3329,3277,102098,13074,71.63,0.084566
701642854777,8198.4,767,732,37540,4288,11.2,0.01889
701642854784,37628.8,903,880,11270,4849,42.76,0.022709
701642854791,106738.8,5609,5432,85175,24314,19.65,0.140178
701642855279,96940.56,1744,1704,23307,11050,56.89,0.043973
701642855286,112053.37,1889,1651,62197,29006,67.87,0.042606
701642855293,52090.5,908,770,12071,5835,67.65,0.019871
701642855309,998.14,26,26,572,167,38.39,0.000671
701642856139,26960.25,1786,1745,43235,14929,15.45,0.045031
701642856146,129622.22,1946,1742,19422,8529,74.41,0.044954
701642856153,10913.28,121,116,17066,1582,94.08,0.002993
701642856160,144314.04,2467,2342,46954,13509,61.62,0.060437
701642859024,108082.08,1585,1524,22344,8067,70.92,0.039328
701642859048,3747.9,80,78,2895,1052,48.05,0.002013
701642859055,1301890.06,8499,7934,71073,34279,164.09,0.204744
701642860259,7616.08,78,74,5291,628,102.92,0.00191
701642860266,66319.56,986,972,28781,8619,68.23,0.025083
701642860273,303196.16,4772,4084,43010,18981,74.24,0.105391
701642860280,130205.88,2361,2268,40079,14631,57.41,0.058528
701642864370,74782.6,972,835,53935,13619,89.56,0.021548
701642864387,16191.24,216,194,2170,905,83.46,0.005006
701642864394,7914.52,108,103,1240,465,76.84,0.002658
701642864400,63490.96,1289,1066,13243,4255,59.56,0.027509
701642864417,19166.4,354,330,52586,4899,58.08,0.008516
701642864455,11003.63,167,167,2954,921,65.89,0.00431
701642864462,19637.7,417,335,23086,11742,58.62,0.008645
701642864479,15728.06,293,277,8007,1340,56.78,0.007148
701642864486,522107.46,2439,2373,63454,21297,220.02,0.061237
701642864493,77685.26,329,281,25645,7707,276.46,0.007251
701642867098,411818.88,1605,1496,36013,17562,275.28,0.038606
701642867104,49147.84,525,518,80128,8777,94.88,0.013367
701642867111,104615.94,1252,1157,13343,6020,90.42,0.029857
701642867128,17411.24,363,308,9050,4599,56.53,0.007948
701642867135,90589.32,1474,1332,21346,6460,68.01,0.034373
701642867388,77679.25,1229,1175,39281,14246,66.11,0.030322
701642867395,416590.02,5402,4893,84675,29617,85.14,0.126268
701642867401,22739.92,483,392,18532,2945,58.01,0.010116
701642867418,29639.46,486,402,29353,3247,73.73,0.010374
701642867494,71318.52,767,622,13232,8011,114.66,0.016051
701642867500,39771.36,416,389,13846,3804,102.24,0.010039
701642867517,479986.5,5482,5378,71874,28856,89.25,0.138784
701642867524,64387.29,652,649,16356,3759,99.21,0.016748
701642867609,39592.78,426,346,30059,11875,114.43,0.008929
701642867616,144333.12,1507,1312,15524,6393,110.01,0.033857
701642867623,906105,7580,7250,78117,26610,124.98,0.187093
701642867630,897992.96,11295,9056,91229,32517,99.16,0.233698
701642867715,2096.82,24,22,2198,351,95.31,0.000568
701642867722,21855.9,204,179,12188,855,122.1,0.004619
701642867739,10412.02,91,86,7055,673,121.07,0.002219
701642867746,33206.66,267,239,13493,8526,138.94,0.006168
701642867753,53930.95,620,571,13711,4670,94.45,0.014735
701642867760,154548.66,1204,1086,30137,6225,142.31,0.028025
701642867777,242207.68,2606,2528,28953,12173,95.81,0.065237
701642868026,187137.99,1573,1563,31041,7067,119.73,0.040335
701642868033,758203.74,7274,7182,72534,25879,105.57,0.185338
701642868040,378660.3,3043,2661,63632,16641,142.3,0.06867
701642868057,496719.6,4128,3746,67808,15260,132.6,0.096669
701642868064,46277.01,346,333,10097,4508,138.97,0.008593
701642868071,15734.88,173,168,7910,2019,93.66,0.004335
701642868088,415262.52,4224,3771,71517,14294,110.12,0.097314
701642868262,50881.04,2913,2408,42980,12736,21.13,0.062141
701642868279,73319.88,1738,1641,36291,8466,44.68,0.042348
701642868286,3704.61,469,413,7735,3997,8.97,0.010658
701642868293,3625.44,87,78,1594,962,46.48,0.002013
701642868446,46742.47,1269,1159,18488,8534,40.33,0.029909
701642868453,20933.02,365,349,17609,4903,59.98,0.009006
701642868460,26047.91,1035,901,26138,14502,28.91,0.023251
701642868477,62255.36,6827,5722,105901,31207,10.88,0.147661
701642873211,140843.49,3355,3243,41357,12576,43.43,0.083689
701642873228,76449.52,2956,2954,42759,20614,25.88,0.076231
701642873235,11252.64,884,788,61728,6018,14.28,0.020335
701642873242,9370.2,3354,3220,77538,31020,2.91,0.083095
701642873297,90599.49,3579,3189,77620,40917,28.41,0.082295
701642873303,15654.21,463,451,27643,9954,34.71,0.011638
701642873310,33824.4,1359,1191,52724,26988,28.4,0.030735
701642873327,69586.23,1791,1447,22897,9054,48.09,0.037341
701642873334,931.93,42,41,1339,360,22.73,0.001058
701642873341,2291.4,76,76,9447,1692,30.15,0.001961
701642873358,12620.16,629,626,52010,16782,20.16,0.016155
701642873365,1532.09,344,301,11408,3419,5.09,0.007768
701642873372,2188.7,633,509,20113,2911,4.3,0.013135
701642873389,26190.08,672,632,41404,8672,41.44,0.016309
701642873396,63006.26,1626,1346,28538,10026,46.81,0.034735
701642873402,7356.58,139,119,4938,2839,61.82,0.003071
701642874058,60799.14,1129,999,60159,18912,60.86,0.02578
701642874065,82466.87,1506,1303,10914,5577,63.29,0.033625
701642874072,272629.76,4399,4096,72642,12823,66.56,0.105701
701642874089,68883.36,798,728,54857,7853,94.62,0.018787
701642884309,15589.66,203,199,13757,3234,78.34,0.005135
701642884316,110584.44,1237,1101,39149,13627,100.44,0.028412
701642884323,13442.22,167,146,21430,5803,92.07,0.003768
701642884330,25298.4,296,254,12208,903,99.6,0.006555
701642884347,68226.3,106,90,3126,727,758.07,0.002323
701642884354,269299.14,385,366,15341,1230,735.79,0.009445
701642884361,189838.8,402,360,16794,5981,527.33,0.00929
701642884378,101712,956,800,25097,8828,127.14,0.020645
701642884385,160203.45,2017,1661,47449,9337,96.45,0.042864
701642884392,35880.9,490,393,13914,5051,91.3,0.010142
701642884408,80811.02,918,898,44866,3940,89.99,0.023174
701642884415,624909,6724,6218,88686,31694,100.5,0.160461
701642884422,68922,695,630,13122,4147,109.4,0.016258
701642884439,116440.61,1531,1391,13243,6853,83.71,0.035896
701642884873,39763.1,513,419,20455,1755,94.9,0.010813
701642884880,105362.91,1116,1077,20292,4789,97.83,0.027793
701642884897,208986.7,2939,2470,65157,16128,84.61,0.063741
701642884903,124145.95,996,943,49065,21921,131.65,0.024335
701642884910,28182.5,286,250,4899,1777,112.73,0.006451
701642884927,12923.7,126,115,7602,1525,112.38,0.002968
701642884934,30097.8,278,276,6301,865,109.05,0.007122
701642885375,29359.32,323,267,41027,6169,109.96,0.00689
701642885382,24091.6,225,205,9898,1385,117.52,0.00529
701642885399,37929.54,320,303,24434,5395,125.18,0.007819
701642885405,12030.7,126,110,4805,1294,109.37,0.002839
701642885412,4336.5,120,105,3504,1619,41.3,0.00271
701642885429,14242.73,330,293,6713,1295,48.61,0.007561
701642885436,67168.34,858,734,25499,13460,91.51,0.018942
701642887560,112483.8,1301,1170,23307,9807,96.14,0.030193
701642887577,518145.12,5113,4432,70669,19139,116.91,0.114372
701642887584,7727.78,169,146,7549,1696,52.93,0.003768
701642887591,123709.9,2837,2707,58045,15926,45.7,0.069857
701642888444,18867.36,430,368,38160,9441,51.27,0.009497
701642888451,52299.72,1013,843,28109,11032,62.04,0.021754
701642888468,36821.61,876,831,46285,5797,44.31,0.021445
701642888727,400860.72,5939,5876,58677,18449,68.22,0.151636
701642888734,38723.38,913,794,15131,4057,48.77,0.02049
701642888741,13725.88,354,298,29121,5897,46.06,0.00769
701642888758,530433.02,9354,7891,83298,33199,67.22,0.203634
701642888765,14067.2,904,785,22609,10133,17.92,0.020258
701642888772,341949.15,1377,1305,31161,11074,262.03,0.033677
701642888789,52782.93,465,387,54259,5145,136.39,0.009987
701642889229,488.32,18,16,521,243,30.52,0.000413
701642889236,849322.55,9391,9167,101236,39324,92.65,0.236563
701642889243,82688.4,1545,1338,39966,13511,61.8,0.034528
701642889250,130096.64,1426,1142,23699,6512,113.92,0.02947
701642889342,249933.6,5968,4788,35756,22393,52.2,0.123559
701642889359,540474.48,2462,2184,24340,8048,247.47,0.05636
701642889366,9086.56,328,266,22022,3985,34.16,0.006864
701642889373,141566.37,2039,1947,64875,27948,72.71,0.050244
701642889380,25693.2,795,648,10345,5401,39.65,0.016722
701642889397,61.6,13,11,565,186,5.6,0.000284
701642889403,226218.8,3744,3082,84646,20704,73.4,0.079534
701642889410,52274.97,1001,891,52032,11308,58.67,0.022993
701642889823,138728.72,1505,1324,25998,6319,104.78,0.034167
701642889830,72479,1457,1198,20812,11391,60.5,0.030915
701642889847,31490.98,2125,2098,47122,12925,15.01,0.054141
701642889854,9756.34,146,122,13558,1967,79.97,0.003148
701642890102,1023443.01,10457,8891,80317,48476,115.11,0.22944
701642890119,122713.28,827,736,22451,2446,166.73,0.018993
701642890126,48755.52,260,228,5754,3098,213.84,0.005884
701642890133,104957.49,645,583,20051,4281,180.03,0.015045
701642890706,93518.55,756,645,12282,4624,144.99,0.016645
701642890713,582830.99,3393,3283,48928,26303,177.53,0.084721
701642890720,39282.75,278,255,2289,1257,154.05,0.006581
701642890737,68628.34,445,407,13085,3148,168.62,0.010503
701642890744,166320.28,1214,1022,30988,9471,162.74,0.026374
701642890751,33110.13,353,339,35422,6870,97.67,0.008748
701642890768,30782.05,365,299,12271,4063,102.95,0.007716
701642890775,52751.88,655,529,42664,16708,99.72,0.013651
701642893431,23125.55,265,245,9190,1089,94.39,0.006322
701642893448,90836.7,1200,985,22277,4254,92.22,0.025419
701642893455,114456.24,1258,1039,15466,4324,110.16,0.026812
701642893462,31698.3,371,314,24568,6461,100.95,0.008103
701642893486,258433.5,2362,2285,26034,9658,113.1,0.058967
701642893509,23803.55,304,295,20674,1748,80.69,0.007613
701642893516,15235.42,201,193,12995,1309,78.94,0.004981
701642893523,90196.58,1284,1046,49869,20069,86.23,0.026993
701642893530,10924.2,144,119,2543,1612,91.8,0.003071
701642893547,136035.51,1975,1937,55421,10184,70.23,0.049986
701642893554,107417.08,1125,1076,57014,21081,99.83,0.027767
701642893561,9562.5,130,125,14285,2666,76.5,0.003226
701642893806,31960.32,424,384,17070,6448,83.23,0.009909
701642893813,64022.33,724,701,28348,8382,91.33,0.01809
701642893820,39992.48,569,496,27488,11288,80.63,0.0128
701642893837,147132,1634,1525,46232,8973,96.48,0.039354
701642895176,157751.6,1994,1640,30943,7393,96.19,0.042322
701642895183,2723.2,42,37,411,124,73.6,0.000955
701642895190,27570.64,308,292,20626,8267,94.42,0.007535
701642895206,207621.68,2239,1921,50059,21551,108.08,0.049573
701642895282,165003.7,1752,1717,39712,9414,96.1,0.044309
701642895299,181696.83,1435,1347,27660,7269,134.89,0.034761
701642895305,80773.6,523,496,46230,12368,162.85,0.0128
701642895312,182925.14,1458,1322,22950,11194,138.37,0.034115
701642895596,437540.22,4120,3882,90283,17403,112.71,0.100179
701642895602,148593.06,1795,1491,36336,13903,99.66,0.038477
701642895619,29393.28,394,324,3838,1763,90.72,0.008361
701642895626,115248.4,1112,920,15821,5689,125.27,0.023741
701642895640,88.57,1,1,31,3,88.57,0.000026
701642895657,4115.51,49,49,1245,122,83.99,0.001264
701642895664,213602.4,2262,2232,58746,14847,95.7,0.057599
701642895671,35447.66,373,359,14214,5339,98.74,0.009264
701642895688,47456.8,521,433,29965,8085,109.6,0.011174
701642895695,208158.3,1878,1645,63917,10915,126.54,0.042451
701642895701,234382.08,1815,1608,75745,27008,145.76,0.041496
701642895725,189271.18,1875,1622,77249,22232,116.69,0.041857
701642895732,69738.78,1083,1011,24325,7831,68.98,0.02609
701642895749,423.68,8,8,1519,188,52.96,0.000206
701642896661,41055.2,801,730,39745,7600,56.24,0.018838
701642896678,10084.23,170,153,2298,1096,65.91,0.003948
701642896685,40771.84,661,601,24921,3131,67.84,0.015509
701642896692,52263.22,891,718,7936,4184,72.79,0.018529
701642896876,410286,8720,7320,76821,24670,56.05,0.188899
701642896883,24995.55,440,355,23560,4360,70.41,0.009161
701642896890,33471.36,598,596,63724,10497,56.16,0.01538
701642896906,13585.55,213,187,5850,1728,72.65,0.004826
701642897613,6554.52,133,119,2281,739,55.08,0.003071
701642897620,354658.56,8134,7296,105311,37441,48.61,0.18828
701642897637,48518.34,699,663,88087,12274,73.18,0.017109
701642897644,41268.96,766,656,23836,4292,62.91,0.016929
701642897767,56515.29,1146,923,57276,9982,61.23,0.023819
701642897774,25033.89,566,511,70188,12418,48.99,0.013187
701642897781,41838.4,834,790,15653,6164,52.96,0.020387
701642897798,44264.65,785,631,46393,7776,70.15,0.016284
701642897989,127116,2431,2200,50076,25600,57.78,0.056773
701642897996,26115.6,521,420,13351,2617,62.18,0.010838
701642898009,96699.66,1607,1398,36494,7052,69.17,0.036077
701642898016,140310.06,2299,2211,93006,42840,63.46,0.057057
701642898108,219649.15,9574,8839,97099,49606,24.85,0.228098
701642898443,248251.52,6543,6304,76363,24168,39.38,0.16268
701642898450,63497.66,936,758,14429,8167,83.77,0.019561
701642898467,190794.24,1115,1092,32675,7794,174.72,0.02818
701642898474,36090.46,375,343,38626,9591,105.22,0.008851
701642900245,40395.6,5913,4809,102698,44763,8.4,0.124101
701642900252,784.55,75,71,11779,1638,11.05,0.001832
701642900269,432817.4,4437,4126,74804,30588,104.9,0.106475
701642900276,40728.45,508,491,12799,5029,82.95,0.012671
701642900535,86107.99,1087,991,28507,9796,86.89,0.025574
701642900542,2782.26,89,87,1334,533,31.98,0.002245
701642900559,16354.2,1293,1164,16767,7490,14.05,0.030038
701642900566,111089.8,1936,1580,72401,9760,70.31,0.040773
701642900757,1711.2,36,30,1659,413,57.04,0.000774
701642900764,24904.33,468,407,21406,1807,61.19,0.010503
701642900771,81747.6,1564,1320,38723,12638,61.93,0.034064
701642900788,178869.44,2061,1864,34724,10527,95.96,0.048102
701642900900,78047.8,618,530,16044,4569,147.26,0.013677
701642900917,50948.23,937,881,13678,3829,57.83,0.022735
701642900924,43179.42,851,766,8523,4580,56.37,0.019767
701642900931,57864.84,862,743,16479,6219,77.88,0.019174
701642900948,49769.34,1011,1002,14748,8081,49.67,0.025858
701642900955,387795.34,6087,5279,63917,19271,73.46,0.136229
701642900962,94586.4,1732,1392,17662,6251,67.95,0.035922
701642900979,117186.3,2070,1691,16266,7513,69.3,0.043638
701642912286,406546.26,6219,5286,74017,26223,76.91,0.13641
701642912309,2932.86,47,42,758,220,69.83,0.001084
701642912316,4402.2,73,60,3481,1549,73.37,0.001548
701642918103,49751.1,870,795,36165,8437,62.58,0.020516
701642918110,2832.72,37,33,1142,449,85.84,0.000852
701642918127,110721.39,1631,1443,58422,15475,76.73,0.037238
701642918134,33416.23,591,547,44836,20145,61.09,0.014116
701642922889,81261.18,1417,1386,49840,17451,58.63,0.035767
701642922896,142916.24,1984,1784,52374,9158,80.11,0.046038
701642922902,27798.63,491,421,12539,3017,66.03,0.010864
701642922919,666.05,8,7,1349,204,95.15,0.000181
701642922926,58249.92,888,752,41159,13588,77.46,0.019406
701642922933,16697.4,314,255,25363,3704,65.48,0.006581
701642922940,268504.08,5082,4198,72071,26528,63.96,0.108333
701642922957,40991.52,571,564,26669,6287,72.68,0.014555
701642922964,144835.2,2219,2140,37113,13301,67.68,0.055225
701642922971,8894.6,169,143,13134,1927,62.2,0.00369
701642922988,150192.04,2265,2113,45257,14494,71.08,0.054528
701642922995,229225.61,1923,1621,19650,9237,141.41,0.041831
701642923404,104910.76,965,911,31406,15244,115.16,0.023509
701642923411,169952.44,2457,2126,24506,11570,79.94,0.054863
701642923428,196883.47,2745,2303,59929,12710,85.49,0.059431
701642923435,294885.93,5088,4181,67416,24255,70.53,0.107895
701642923442,311340.7,4521,3695,40027,15848,84.26,0.095353
701642923459,227089.74,2701,2661,58705,10514,85.34,0.06867
701642923466,63667.68,442,368,29095,3913,173.01,0.009497
701642923473,910830.55,5105,4723,74887,20977,192.85,0.121881
701642923480,236509.32,3275,2721,91997,38634,86.92,0.070218
701642923497,37975.6,514,436,31650,4246,87.1,0.011251
701642923503,23259,324,300,19910,7086,77.53,0.007742
701642923510,427482.9,5941,5130,77678,22171,83.33,0.132384
